Site_Name,Country,Site_ID,Latitude,Longitude,NE_Latitude_edge,NE_Longitude_edge,NW_Latitude_edge,NW_Longitude_edge,SW_Latitude_edge,SW_Longitude_edge,SE_Latitude_edge,SE_Longitude_edge,Tower_pixel_1km,Tower_pixel_500m,Tower_pixel_250m,Site_Data_Visualization_URL
"Concepcion (VALERI)",Chile,fn_clconcep,-37.46727222,-73.47038333,-37.441667,-73.407225,-37.441667,-73.480695,-37.500000,-73.538061,-37.500000,-73.464534,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=323
"Anhui poplar plantation",China,fn_cnanhui0,30.48302778,116.984,30.508333,117.046071,30.508333,116.978364,30.450000,116.908290,30.450000,116.975956,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=324
"Beijing",China,fn_cnbeijin,39.97689,116.38137,40.008333,116.478303,40.008333,116.402145,39.950000,116.302819,39.950000,116.378913,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=325
"Beijing Daxing",China,fn_cnbeiji2,39.53055556,116.2519444,39.558333,116.335137,39.558333,116.259475,39.500000,116.161842,39.500000,116.237441,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=326
"Changbaishan",China,fn_cnchang1,42.4025,128.0958333,42.433333,128.195935,42.433333,128.116900,42.375000,127.997832,42.375000,128.076795,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=327
"Changbaishan- Jilin P",China,fn_cdchang2,41.04999722,128,41.075000,128.086905,41.075000,128.009525,41.016667,127.896100,41.016667,127.973412,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=328
"COMPLET 149  (31.7984 N 97.5766 E)",China,fn_cdcom149,31.7984,97.5766,31.825000,97.636786,31.825000,97.568131,31.766667,97.506570,31.766667,97.575181,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=329
"COMPLET 150  (32.5242 N 117.8992 E)",China,fn_cdcom150,32.5242,117.8992,32.550000,117.972527,32.550000,117.903323,32.491667,117.826813,32.491667,117.895972,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=330
"COMPLET 151 (36.5161 N 76.5282 E)",China,fn_cdcom151,36.5161,76.5282,36.541667,76.588859,36.541667,76.516253,36.483333,76.458604,36.483333,76.531155,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=331
"COMPLET 153 (37.9677 N 87.4153 E)",China,fn_cdcom153,37.9677,87.4153,38.000000,87.488231,38.000000,87.414205,37.941667,87.344773,37.941667,87.418740,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=332
"COMPLET 155  (40.871N 107.7379 E)",China,fn_cdcom155,40.871,107.7379,40.900000,107.825132,40.900000,107.747956,40.841667,107.653072,40.841667,107.730179,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=333
"Dangxiong",China,fn_cndangxi,30.85,91.08333333,30.875000,91.140641,30.875000,91.072676,30.816667,91.017319,30.816667,91.085242,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=334
"Dinghushan",China,fn_cndinghu,23.16666667,112.5333333,23.191667,112.589749,23.191667,112.526287,23.133333,112.477284,23.133333,112.540718,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=335
"Dongtan 1",China,fn_cndongta,31.5167,121.9607,31.541667,122.028494,31.541667,121.960048,31.483333,121.883944,31.483333,121.952347,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=336
"Dongtan 2",China,fn_cndongt2,31.5847,121.9035,31.616667,121.979936,31.616667,121.911435,31.558333,121.835138,31.558333,121.903596,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=337
"Dongtan 3",China,fn_cndongt3,31.5169,121.9717,31.550000,122.049169,31.550000,121.980717,31.491667,121.904575,31.491667,121.972984,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=338
"Dongtinghu poplar plantation",China,fn_cndongti,29.533,112.9265833,29.558333,112.988322,29.558333,112.921261,29.500000,112.856158,29.500000,112.923180,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=339
"Dongwu_grassland",China,fn_cndongwu,45.56013889,117.0002778,45.591667,117.110368,45.591667,117.027007,45.533333,116.905561,45.533333,116.988836,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=340
"Dunhuang",China,fn_cndunhua,40.2,94.43,40.225000,94.508160,40.225000,94.431758,40.166667,94.350559,40.166667,94.426895,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=341
"Dunhuang 2",China,fn_cndunhu2,40.03777778,94.79388889,40.066667,94.876143,40.066667,94.799920,40.008333,94.718860,40.008333,94.795018,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=342
"Duolun_cropland",China,fn_cnduocrp,42.04555556,116.6713889,42.075000,116.770446,42.075000,116.691858,42.016667,116.584762,42.016667,116.663278,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=343
"Duolun_grassland",China,fn_cnduogrs,42.04666667,116.2836111,42.075000,116.377506,42.075000,116.298918,42.016667,116.192183,42.016667,116.270699,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=344
"Haibei",China,fn_cnhaibei,37.6,101.3,37.625000,101.375379,37.625000,101.301728,37.566667,101.222346,37.566667,101.295939,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=345
"Himalayas",China,fn_cnhimal0,27.959,86.813,27.991667,86.870844,27.991667,86.804782,27.933333,86.757878,27.933333,86.823904,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=346
"Boreal Forest Ecosystem Station (Houzhou- Heliongjiang)",China,fn_cnhouzho,51.5917,123.21345,51.616667,123.325108,51.616667,123.231162,51.558333,123.073040,51.558333,123.166866,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=347
"Hulunber Grassland",China,fn_cnhulunb,49.32695,120.0503833,49.358333,120.177877,49.358333,120.088316,49.300000,119.946110,49.300000,120.035564,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=348
"Northern_South_China_Sea_Southern_ JapanM",China,fn_cnjapanm,25.03,121.52,25.058333,121.576470,25.058333,121.512075,25.000000,121.454324,25.000000,121.518688,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=349
"Northern_South_China_Sea_Southern_ JapanS",China,fn_cnjapans,24.967,121.181,25.000000,121.242844,25.000000,121.178480,24.941667,121.121040,24.941667,121.185373,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=350
"Jingzhou agricultural land",China,fn_cnjingzh,41.14316667,121.2021667,41.175000,121.296304,41.175000,121.218805,41.116667,121.111018,41.116667,121.188448,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=351
"Kubuqi_populus forest",China,fn_cnkubuft,40.53833333,108.6936111,40.566667,108.778196,40.566667,108.701407,40.508333,108.606801,40.508333,108.683524,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=352
"Kubuqi_shrubland",China,fn_cnkubush,40.38083333,108.5486111,40.408333,108.631315,40.408333,108.554706,40.350000,108.460756,40.350000,108.537298,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=353
"Lake Tai",China,fn_cnlketai,31.69972222,120.3597222,31.725000,120.427382,31.725000,120.358802,31.666667,120.283157,31.666667,120.351694,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=354
"Liping- Guizhou P",China,fn_cnliping,26.03,108.8,26.058333,108.857309,26.058333,108.792375,26.000000,108.738296,26.000000,108.803198,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=355
"Panjin wetland",China,fn_cnpanjin,41.14066667,121.9118333,41.166667,122.000414,41.166667,121.922925,41.108333,121.814544,41.108333,121.891964,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=356
"Qianyanzhou",China,fn_cnqianya,26.73333333,115.0666667,26.758333,115.128737,26.758333,115.063408,26.700000,115.004429,26.700000,115.069725,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=358
"Study Site",China,fn_cnstudys,32,119.5273278,32.025000,119.591482,32.025000,119.522678,31.966667,119.446675,31.966667,119.515436,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=361
"Suchow",China,fn_cnsuchow,31.4095,120.7268,31.441667,120.804134,31.441667,120.735762,31.383333,120.660717,31.383333,120.729046,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=362
"TibetAmdo",China,fn_cntibeam,32.24099722,91.625,32.266667,91.683438,32.266667,91.614452,32.208333,91.555648,32.208333,91.624590,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=363
"TibetANNI",China,fn_cntibean,31.254,92.172,31.283333,92.235064,31.283333,92.166806,31.225000,92.109874,31.225000,92.178089,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=364
"TibetBJ",China,fn_cntibetb,31.369,91.899,31.400000,91.958987,31.400000,91.890645,31.341667,91.833622,31.341667,91.901922,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=365
"TibetD105",China,fn_cntibed5,33.06400056,91.943,33.091667,92.007048,33.091667,91.937421,33.033333,91.876510,33.033333,91.946091,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=366
"TibetD110",China,fn_cntibe10,32.69297833,91.874,32.725000,91.943778,32.725000,91.874439,32.666667,91.814418,32.666667,91.883712,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=367
"TibetD66",China,fn_cntibe66,35.523,93.785,35.550000,93.851451,35.550000,93.779754,35.491667,93.711622,35.491667,93.783267,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=368
"TibetGaize",China,fn_cntibetg,32.3,84.05,32.325000,84.109579,32.325000,84.040548,32.266667,83.986484,32.266667,84.055471,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=369
"TibetMS3478",China,fn_cntib3478,31.92597222,91.715,31.958333,91.777011,31.958333,91.708257,31.900000,91.650092,31.900000,91.718803,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=370
"TibetMS3608",China,fn_cntib3608,31.226,91.783,31.258333,91.849933,31.258333,91.781694,31.200000,91.725054,31.200000,91.793251,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=371
"TibetS",China,fn_cntibets,32,91.89888889,32.025000,91.961692,32.025000,91.892888,31.966667,91.834455,31.966667,91.903215,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=372
"TibetToutouhe",China,fn_cntibett,34.21601111,92.438,34.241667,92.499448,34.241667,92.428884,34.183333,92.364924,34.183333,92.435439,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=373
"Xianghe",China,fn_cnxiangh,39.75388889,116.9619444,39.783333,117.050810,39.783333,116.974902,39.725000,116.875880,39.725000,116.951724,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=374
"Xilinhot_degraded Leymus grassland",China,fn_cnxilinh,43.55444444,116.2797222,43.583333,116.376599,43.583333,116.296069,43.525000,116.183551,43.525000,116.264003,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=375
"Xishuangbanna",China,fn_cnxishua,21.95,101.2,21.975000,101.247585,21.975000,101.184682,21.916667,101.143182,21.916667,101.206060,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=376
"Yucheng",China,fn_cnyuchen,36.95,116.6,36.975000,116.671127,36.975000,116.598110,36.916667,116.508866,36.916667,116.581827,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=377
"Zhang_Bei",China,fn_cnzhang1,41.28999917,114.6899972,41.316667,114.780367,41.316667,114.702701,41.258333,114.600198,41.258333,114.677795,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=378
"Zhangbei (VALERI)",China,fn_cnzhang2,41.278925,114.6877306,41.308333,114.776790,41.308333,114.699133,41.250000,114.596663,41.250000,114.674251,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=379
"Zhangye Oasis",China,fn_cnzhangy,39,100,39.025000,100.070201,39.025000,99.995114,38.966667,99.912719,38.966667,99.987745,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=380
"Guanacaste Conservation Area",Costa Rica,fn_crguanac,10.88,-85.65999722,10.908333,-85.639062,10.908333,-85.698469,10.850000,-85.681701,10.850000,-85.622306,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=381
"La Selva",Costa Rica,fn_crlaselv,10.42333333,-84.02111111,10.450000,-84.001621,10.450000,-84.060938,10.391667,-84.045200,10.391667,-83.985894,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=382
"Los Inocentes",Costa Rica,fn_crlosino,11.01667,-85.5,11.041667,-85.473946,11.041667,-85.533380,10.983333,-85.516435,10.983333,-85.457013,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=383
"Santa Rosa National Park",Costa Rica,fn_crsantar,10.81472,-85.615,10.841667,-85.594466,10.841667,-85.653859,10.783333,-85.637206,10.783333,-85.577824,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=384
"Sal Island",Capo Verde,fn_cvsalisl,16.7325,-22.9355,16.758333,-22.906171,16.758333,-22.967092,16.700000,-22.960065,16.700000,-22.899163,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=385
"Bily Kriz- Beskidy Mountains",Czech Republic,fn_czbilykr,49.50263333,18.53841667,49.533333,18.592548,49.533333,18.502667,49.475000,18.480620,49.475000,18.570394,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=386
"Berchtesgaden",Germany,fn_deberch0,47.61666667,12.58333333,47.641667,12.628039,47.641667,12.541461,47.583333,12.527480,47.583333,12.613961,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=387
"Demmin",Germany,fn_dedemmin,53.92,13.25,53.950000,13.310880,53.950000,13.211756,53.891667,13.193309,53.891667,13.292294,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=388
"Gebesee",Germany,fn_degebese,51.1001,10.9143,51.133333,10.969277,51.133333,10.876317,51.075000,10.862601,51.075000,10.955444,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=389
"Gilching (VALERI)",Germany,fn_degilchi,48.08185556,11.32048611,48.108333,11.369463,48.108333,11.282102,48.050000,11.269316,48.050000,11.356579,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=390
"Grillenburg- grass station",Germany,fn_degrille,50.94946944,13.512525,50.975000,13.565535,50.975000,13.472892,50.916667,13.455996,50.916667,13.548523,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=391
"Hainich",Germany,fn_dehainic,51.07926667,10.452,51.108333,10.498795,51.108333,10.405885,51.050000,10.392773,51.050000,10.485566,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=392
"Hamburg",Germany,fn_dehambur,53.56833333,9.973333333,53.600000,10.026644,53.600000,9.928344,53.541667,9.914657,53.541667,10.012822,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=393
"Kannenbruch Forest",Germany,fn_dekannen,53.78333333,10.6,53.808333,10.655024,53.808333,10.556235,53.750000,10.541572,53.750000,10.640223,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=394
"Klingenberg",Germany,fn_deklinge,50.89288056,13.52250556,50.925000,13.577390,50.925000,13.484847,50.866667,13.467967,50.866667,13.560394,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=395
"Leinefelde",Germany,fn_deleinef,51.32826,10.36785,51.358333,10.422542,51.358333,10.329126,51.300000,10.315995,51.300000,10.409292,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=396
"IFT-Leipzig",Germany,fn_deleipzi,51.3525,12.4355,51.383333,12.484506,51.383333,12.391040,51.325000,12.375272,51.325000,12.468620,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=397
"Lindenberg",Germany,fn_delinden,52.2,14.11999167,52.225000,14.175431,52.225000,14.080202,52.166667,14.061736,52.166667,14.156840,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=398
"Mehrstedt1",Germany,fn_demehrs1,51.27530556,10.65547222,51.308333,10.704455,51.308333,10.611141,51.250000,10.597675,51.250000,10.690870,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=399
"Mehrstedt2",Germany,fn_demehrs2,51.28497222,10.64886111,51.316667,10.706399,51.316667,10.613068,51.258333,10.599596,51.258333,10.692808,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=400
"Oberbarenburg",Germany,fn_deoberba,50.78666667,13.72222222,50.816667,13.783286,50.816667,13.690958,50.758333,13.673885,50.758333,13.766099,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=401
"Schonau",Germany,fn_deschona,47.6,12.96666667,47.625000,13.019672,47.625000,12.933121,47.566667,12.918712,47.566667,13.005166,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=402
"Solling FL",Germany,fn_desollin,51.76666667,9.583333333,51.791667,9.633169,51.791667,9.538858,51.733333,9.526541,51.733333,9.620730,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=403
"Tharandt- Anchor Station",Germany,fn_detharan,50.96361111,13.56694444,50.991667,13.623363,50.991667,13.530687,50.933333,13.513709,50.933333,13.606269,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=404
"Bayreuth-Waldstein/WeidenBrunnen",Germany,fn_deweiden,50.14194444,11.86694444,50.175000,11.918799,50.175000,11.827716,50.116667,11.813299,50.116667,11.904271,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=405
"Wetzstein",Germany,fn_dewetzst,50.4535,11.45753333,50.483333,11.511818,50.483333,11.420142,50.425000,11.406069,50.425000,11.497632,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=406
"Crawford_Point 2",Denmark,fn_dkcraw2,69.91333,-46.85472,69.941667,-46.844779,69.941667,-47.014859,69.883333,-46.884152,69.883333,-46.714545,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=407
"Crawford_Point 1",Denmark,fn_dkcrawf1,69.8819,-46.97357997,69.908333,-46.940074,69.908333,-47.109883,69.850000,-46.979147,69.850000,-46.809809,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=408
"DYE-2",Denmark,fn_dkdye2,66.48095997,-46.27994997,66.508333,-46.264278,66.508333,-46.410617,66.450000,-46.302182,66.450000,-46.156184,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=409
"Foulum",Denmark,fn_dkfoulum,56.48422222,9.587222222,56.516667,9.652083,56.516667,9.546348,56.458333,9.531682,56.458333,9.637254,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=410
"Greenland Plateau",Denmark,fn_dkgreenp,70.5,-38.5,70.525000,-38.467823,70.525000,-38.642790,70.466667,-38.531876,70.466667,-38.357410,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1126
"JAR1",Denmark,fn_dkjar1,69.49835,-49.68155997,69.525000,-49.671433,69.525000,-49.838195,69.466667,-49.702698,69.466667,-49.536388,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=411
"JAR2",Denmark,fn_dkjar2,69.42,-50.0575,69.450000,-50.043969,69.450000,-50.210149,69.391667,-50.074182,69.391667,-49.908452,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=412
"Lille Valby (Rimi)",Denmark,fn_dklillev,55.68333333,12.08333333,55.708333,12.143406,55.708333,12.039869,55.650000,12.021927,55.650000,12.125310,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=413
"Risbyholm",Denmark,fn_dkrisbyh,55.53027778,12.09722222,55.558333,12.155945,55.558333,12.052804,55.500000,12.034943,55.500000,12.137931,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=414
"Risbyholm 2",Denmark,fn_dkrisby2,55.53333333,12.08833333,55.558333,12.141210,55.558333,12.038069,55.500000,12.020230,55.500000,12.123219,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=415
"Saddle",Denmark,fn_dksaddle,66.00055,-44.50139,66.033333,-44.476711,66.033333,-44.620317,65.975000,-44.518380,65.975000,-44.375102,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=416
"South Dome",Denmark,fn_dksdome,63.14889,-44.81667,63.175000,-44.799793,63.175000,-44.929059,63.116667,-44.838807,63.116667,-44.709801,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=417
"SM2",Denmark,fn_dksm2,69.47835997,-49.87796,69.508333,-49.870815,69.508333,-50.037448,69.450000,-49.901529,69.450000,-49.735349,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=418
"Soroe- LilleBogeskov",Denmark,fn_dksorohw,55.48694444,11.64583333,55.516667,11.701505,55.516667,11.598473,55.458333,11.581312,55.458333,11.684192,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=419
"Store Ebberup",Denmark,fn_dkstoreb,55.4833,11.6333,55.508333,11.699028,55.508333,11.596018,55.450000,11.578866,55.450000,11.681724,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=420
"Summit BSRN",Denmark,fn_dksummit,72.57944,-38.50417,72.608333,-38.474149,72.608333,-38.669307,72.550000,-38.544042,72.550000,-38.349516,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=421
"ETH/CU_Swiss Camp",Denmark,fn_dkswissc,69.57317,-49.29516997,69.600000,-49.272454,69.600000,-49.439803,69.541667,-49.304851,69.541667,-49.137958,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=422
"Ulborg",Denmark,fn_dkulborg,56.28333333,8.433333333,56.308333,8.487713,56.308333,8.382556,56.250000,8.369779,56.250000,8.474776,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=423
"COMPLET 146  (29.2581 N 5.7621 E)",Algeria,fn_dzcomple,29.2581,5.7621,29.283333,5.799434,29.283333,5.732554,29.225000,5.729286,29.225000,5.796127,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=424
"Tamanrasset",Algeria,fn_dztamanr,22.78333333,5.516666667,22.808333,5.550693,22.808333,5.487412,22.750000,5.485066,22.750000,5.548321,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1123
"COMPLET 127 (-2.3145 S -78.4315 W)",Ecuador,fn_eccomple,-2.3145,-78.4315,-2.283333,-78.403917,-2.283333,-78.462297,-2.341667,-78.465523,-2.341667,-78.407141,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=425
